forma_grega,strongs,abrev_morf,morfologia,pt,traducao,tipo,prioridade,achado,sugestao
ἔρχεσθαι,2064,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,vir,"vir, ir",media_passiva_ambigua,revisar,'V-PNM/P' e media ou passiva e 'pt' e infinitivo ativo: 'vir'.,"Decidir pelo contexto entre leitura media/reflexiva, passiva ou ativa idiomatica; nao corrigir automaticamente."
ἐξηράνθη,3583,V-AIP-3S,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Singular,secou,"ele(a) secou, murchou",passiva_a_confirmar,revisar,"'V-AIP-3S' e passiva, porem a passiva nao esta explicita em 'secou'.","Confirmar se a glossa pretende particpio isolado, adjetivo verbal ou construao passiva completa."
σωθῆναι,4982,V-ANP,Verbo - Aoristo Infinitivo Passiva,salvar,salvar,passiva_sem_marca,alta,"'V-ANP' e passiva, mas 'pt' esta em infinitivo ativo: 'salvar'.","Revisar para uma forma passiva adequada, por exemplo 'ser + particpio', quando o contexto nao exigir outra soluao."
δύνασθαι,1410,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,poder,"poder, ser capaz, conseguir",media_passiva_ambigua,revisar,'V-PNM/P' e media ou passiva e 'pt' e infinitivo ativo: 'poder'.,"Decidir pelo contexto entre leitura media/reflexiva, passiva ou ativa idiomatica; nao corrigir automaticamente."
πορευθεὶς,4198,V-APP-NMS,Verbo - Aoristo Particípio Passiva - Nominativo Masculino Singular,indo,"tendo ido, tendo sido movido, tendo partido",passiva_a_confirmar,revisar,"'V-APP-NMS' e passiva, porem a passiva nao esta explicita em 'indo'.","Confirmar se a glossa pretende particpio isolado, adjetivo verbal ou construao passiva completa."
ἀποκριθέντες,611,V-APP-NMP,Verbo - Aoristo Particípio Passiva - Nominativo Masculino Plural,tendo respondido,tendo respondido,passiva_a_confirmar,revisar,"'V-APP-NMP' e passiva, porem a passiva nao esta explicita em 'tendo respondido'.","Confirmar se a glossa pretende particpio isolado, adjetivo verbal ou construao passiva completa."
δοθεῖσάν,1325,V-APP-AFS,Verbo - Aoristo Particípio Passiva - Acusativo Feminino Singular,tendo dado,tendo dado,passiva_a_confirmar,revisar,"'V-APP-AFS' e passiva, porem a passiva nao esta explicita em 'tendo dado'.","Confirmar se a glossa pretende particpio isolado, adjetivo verbal ou construao passiva completa."
ἐγερθήσεται,1453,V-FIP-3S,Verbo - Futuro Indicativo Passiva - 3ª Pessoa Singular,será levantado,"ele(a) será levantado, será despertado",passiva_a_confirmar,revisar,"'V-FIP-3S' e passiva, porem a passiva nao esta explicita em 'será levantado'.","Confirmar se a glossa pretende particpio isolado, adjetivo verbal ou construao passiva completa."
φοβήθητε,5399,V-AMP-2P,Verbo - Aoristo Imperativo Passiva - 2ª Pessoa Plural,temei,"vós temei, reverenciai",passiva_a_confirmar,revisar,"'V-AMP-2P' e passiva, porem a passiva nao esta explicita em 'temei'.","Confirmar se a glossa pretende particpio isolado, adjetivo verbal ou construao passiva completa."
ἀρθήσεται,142,V-FIP-3S,Verbo - Futuro Indicativo Passiva - 3ª Pessoa Singular,será erguido,"ele(a) será erguido, será levantado, será tomado, será carregado, será removido",passiva_a_confirmar,revisar,"'V-FIP-3S' e passiva, porem a passiva nao esta explicita em 'será erguido'.","Confirmar se a glossa pretende particpio isolado, adjetivo verbal ou construao passiva completa."
ἀφιέναι,863,V-ANP,Verbo - Aoristo Infinitivo Passiva,perdoar,"ser perdoado(a), cancelado(a), despedido(a)",passiva_sem_marca,alta,"'V-ANP' e passiva, mas 'pt' esta em infinitivo ativo: 'perdoar'.","Revisar para uma forma passiva adequada, por exemplo 'ser + particpio', quando o contexto nao exigir outra soluao."
ἐγενήθησάν,1096,V-AIP-3P,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Plural,ocorreram,"eles(as) foram tornados, foram acontecidos",passiva_a_confirmar,revisar,"'V-AIP-3P' e passiva, porem a passiva nao esta explicita em 'ocorreram'.","Confirmar se a glossa pretende particpio isolado, adjetivo verbal ou construao passiva completa."
ἐργάζεσθαι,2038,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,realizar,"realizar, labutar, executar, praticar",media_passiva_ambigua,revisar,'V-PNM/P' e media ou passiva e 'pt' e infinitivo ativo: 'realizar'.,"Decidir pelo contexto entre leitura media/reflexiva, passiva ou ativa idiomatica; nao corrigir automaticamente."
σταθεὶς,2476,V-APP-NMS,Verbo - Aoristo Particípio Passiva - Nominativo Masculino Singular,tendo posicionado,"tendo posicionado, tendo estado de pé, tendo parado, tendo estabelecido",passiva_a_confirmar,revisar,"'V-APP-NMS' e passiva, porem a passiva nao esta explicita em 'tendo posicionado'.","Confirmar se a glossa pretende particpio isolado, adjetivo verbal ou construao passiva completa."
ἐλυπήθη,3076,V-AIP-3S,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Singular,ficou angustiado,ele(a) ficou angustiado,passiva_a_confirmar,revisar,"'V-AIP-3S' e passiva, porem a passiva nao esta explicita em 'ficou angustiado'.","Confirmar se a glossa pretende particpio isolado, adjetivo verbal ou construao passiva completa."
προσεύχεσθαι,4336,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,orar,"orar, suplicar",media_passiva_ambigua,revisar,'V-PNM/P' e media ou passiva e 'pt' e infinitivo ativo: 'orar'.,"Decidir pelo contexto entre leitura media/reflexiva, passiva ou ativa idiomatica; nao corrigir automaticamente."
ἐσπλαγχνίσθη,4697,V-AIP-3S,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Singular,teve compaixão,"ele(a) teve compaixão, foi movido pela compaixão",passiva_a_confirmar,revisar,"'V-AIP-3S' e passiva, porem a passiva nao esta explicita em 'teve compaixão'.","Confirmar se a glossa pretende particpio isolado, adjetivo verbal ou construao passiva completa."
ἐγερθῆναί,1453,V-ANP,Verbo - Aoristo Infinitivo Passiva,levantar,"levantar, despertar",passiva_sem_marca,alta,"'V-ANP' e passiva, mas 'pt' esta em infinitivo ativo: 'levantar'.","Revisar para uma forma passiva adequada, por exemplo 'ser + particpio', quando o contexto nao exigir outra soluao."
σταθήσεται,2476,V-FIP-3S,Verbo - Futuro Indicativo Passiva - 3ª Pessoa Singular,ficará de pé,"ele(a) será posicionado(a), ficará de pé, será estabelecido(a)",passiva_a_confirmar,revisar,"'V-FIP-3S' e passiva, porem a passiva nao esta explicita em 'ficará de pé'.","Confirmar se a glossa pretende particpio isolado, adjetivo verbal ou construao passiva completa."
ἐφοβήθη,5399,V-AIP-3S,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Singular,temeu,"ele(a) foi temido, foi ficado alarmado, foi reverenciado",passiva_a_confirmar,revisar,"'V-AIP-3S' e passiva, porem a passiva nao esta explicita em 'temeu'.","Confirmar se a glossa pretende particpio isolado, adjetivo verbal ou construao passiva completa."
ἀχθῆναι,71,V-ANP,Verbo - Aoristo Infinitivo Passiva,levar,"levar, conduzir, trazer",passiva_sem_marca,alta,"'V-ANP' e passiva, mas 'pt' esta em infinitivo ativo: 'levar'.","Revisar para uma forma passiva adequada, por exemplo 'ser + particpio', quando o contexto nao exigir outra soluao."
ἀνοιγήσεται,455,V-FIP-3S,Verbo - Futuro Indicativo Passiva - 3ª Pessoa Singular,será aberto,ele(a) será aberto,passiva_a_confirmar,revisar,"'V-FIP-3S' e passiva, porem a passiva nao esta explicita em 'será aberto'.","Confirmar se a glossa pretende particpio isolado, adjetivo verbal ou construao passiva completa."
γνωσθήσεται,1097,V-FIP-3S,Verbo - Futuro Indicativo Passiva - 3ª Pessoa Singular,será conhecido,"ele(a) será conhecido, será sabido",passiva_a_confirmar,revisar,"'V-FIP-3S' e passiva, porem a passiva nao esta explicita em 'será conhecido'.","Confirmar se a glossa pretende particpio isolado, adjetivo verbal ou construao passiva completa."
ἐγερθήσονται,1453,V-FIP-3P,Verbo - Futuro Indicativo Passiva - 3ª Pessoa Plural,serão levantado,"eles(as) serão levantado, serão despertado",passiva_a_confirmar,revisar,"'V-FIP-3P' e passiva, porem a passiva nao esta explicita em 'serão levantado'.","Confirmar se a glossa pretende particpio isolado, adjetivo verbal ou construao passiva completa."
λαληθήσεταί,2980,V-FIP-3S,Verbo - Futuro Indicativo Passiva - 3ª Pessoa Singular,será falado,"ele(a) será falado, será contado",passiva_a_confirmar,revisar,"'V-FIP-3S' e passiva, porem a passiva nao esta explicita em 'será falado'.","Confirmar se a glossa pretende particpio isolado, adjetivo verbal ou construao passiva completa."
πεσοῦνται,4098,V-FIP-3P,Verbo - Futuro Indicativo Passiva - 3ª Pessoa Plural,serão descidos,"eles(as) serão caídos, serão descidos, serão perecidos, serão falhados",passiva_a_confirmar,revisar,"'V-FIP-3P' e passiva, porem a passiva nao esta explicita em 'serão descidos'.","Confirmar se a glossa pretende particpio isolado, adjetivo verbal ou construao passiva completa."
πορεύθητι,4198,V-AMP-2S,Verbo - Aoristo Imperativo Passiva - 2ª Pessoa Singular,vai,"tu vai, move-te, parte",passiva_a_confirmar,revisar,"'V-AMP-2S' e passiva, porem a passiva nao esta explicita em 'vai'.","Confirmar se a glossa pretende particpio isolado, adjetivo verbal ou construao passiva completa."
ταπεινωθήσεται,5013,V-FIP-3S,Verbo - Futuro Indicativo Passiva - 3ª Pessoa Singular,será humilhado,"ele(a) será humilhado, será rebaixado",passiva_a_confirmar,revisar,"'V-FIP-3S' e passiva, porem a passiva nao esta explicita em 'será humilhado'.","Confirmar se a glossa pretende particpio isolado, adjetivo verbal ou construao passiva completa."
ἁλισθήσεται,233,V-FIP-3S,Verbo - Futuro Indicativo Passiva - 3ª Pessoa Singular,será salgado,"ele(a) será salgado, será temperado com sal",passiva_a_confirmar,revisar,"'V-FIP-3S' e passiva, porem a passiva nao esta explicita em 'será salgado'.","Confirmar se a glossa pretende particpio isolado, adjetivo verbal ou construao passiva completa."
ἀναχθέντες,321,V-APP-NMP,Verbo - Aoristo Particípio Passiva - Nominativo Masculino Plural,tendo conduzido,tendo conduzido,passiva_a_confirmar,revisar,"'V-APP-NMP' e passiva, porem a passiva nao esta explicita em 'tendo conduzido'.","Confirmar se a glossa pretende particpio isolado, adjetivo verbal ou construao passiva completa."
ἀποδοκιμασθῆναι,593,V-ANP,Verbo - Aoristo Infinitivo Passiva,rejeitar,"rejeitar, desaprovar, repudiar",passiva_sem_marca,alta,"'V-ANP' e passiva, mas 'pt' esta em infinitivo ativo: 'rejeitar'.","Revisar para uma forma passiva adequada, por exemplo 'ser + particpio', quando o contexto nao exigir outra soluao."
ἀποκαλυφθήσεται,601,V-FIP-3S,Verbo - Futuro Indicativo Passiva - 3ª Pessoa Singular,será revelado,"ele(a) será revelado, será descoberto",passiva_a_confirmar,revisar,"'V-FIP-3S' e passiva, porem a passiva nao esta explicita em 'será revelado'.","Confirmar se a glossa pretende particpio isolado, adjetivo verbal ou construao passiva completa."
ἀποκρίθητέ,611,V-AMP-2P,Verbo - Aoristo Imperativo Passiva - 2ª Pessoa Plural,respondei,vós respondei,passiva_a_confirmar,revisar,"'V-AMP-2P' e passiva, porem a passiva nao esta explicita em 'respondei'.","Confirmar se a glossa pretende particpio isolado, adjetivo verbal ou construao passiva completa."
γεννηθεὶς,1080,V-APP-NMS,Verbo - Aoristo Particípio Passiva - Nominativo Masculino Singular,tendo gerado,"tendo gerado, tendo dado à luz, tendo produzido.",passiva_a_confirmar,revisar,"'V-APP-NMS' e passiva, porem a passiva nao esta explicita em 'tendo gerado'.","Confirmar se a glossa pretende particpio isolado, adjetivo verbal ou construao passiva completa."
γεννηθῆναι,1080,V-ANP,Verbo - Aoristo Infinitivo Passiva,gerar,"gerar, dar à luz, produzir.",passiva_sem_marca,alta,"'V-ANP' e passiva, mas 'pt' esta em infinitivo ativo: 'gerar'.","Revisar para uma forma passiva adequada, por exemplo 'ser + particpio', quando o contexto nao exigir outra soluao."
δεήθητε,1189,V-AMP-2P,Verbo - Aoristo Imperativo Passiva - 2ª Pessoa Plural,suplicai,"suplicai vós, implorai",passiva_a_confirmar,revisar,"'V-AMP-2P' e passiva, porem a passiva nao esta explicita em 'suplicai'.","Confirmar se a glossa pretende particpio isolado, adjetivo verbal ou construao passiva completa."
δοθείσης,1325,V-APP-GFS,Verbo - Aoristo Particípio Passiva - Genitivo Feminino Singular,tendo dado,tendo dado,passiva_a_confirmar,revisar,"'V-APP-GFS' e passiva, porem a passiva nao esta explicita em 'tendo dado'.","Confirmar se a glossa pretende particpio isolado, adjetivo verbal ou construao passiva completa."
ἠδυνήθησαν,1410,V-AIP-3P,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Plural,foram podido,"eles(as) foram podido, foram sido capaz, foram conseguido",concordancia_participio,alta,Auxiliar plural com particpio aparentemente singular: 'foram podido'.,Revisar o numero do particpio; provavel forma plural: 'podidos'.
ἐντραπήσονται,1788,V-FIP-3P,Verbo - Futuro Indicativo Passiva - 3ª Pessoa Plural,serão respeitados,"eles(as) serão respeitados, serão envergonhados, serão reverenciados",passiva_a_confirmar,revisar,"'V-FIP-3P' e passiva, porem a passiva nao esta explicita em 'serão respeitados'.","Confirmar se a glossa pretende particpio isolado, adjetivo verbal ou construao passiva completa."
καθαρίσθητι,2511,V-AMP-2S,Verbo - Aoristo Imperativo Passiva - 2ª Pessoa Singular,sê limpo,"tu sê limpo, purificado",passiva_a_confirmar,revisar,"'V-AMP-2S' e passiva, porem a passiva nao esta explicita em 'sê limpo'.","Confirmar se a glossa pretende particpio isolado, adjetivo verbal ou construao passiva completa."
καταλυθήσεται,2647,V-FIP-3S,Verbo - Futuro Indicativo Passiva - 3ª Pessoa Singular,será destruído,"ele(a) será destruído, será dissolvido, será derrubado, será abolido",passiva_a_confirmar,revisar,"'V-FIP-3S' e passiva, porem a passiva nao esta explicita em 'será destruído'.","Confirmar se a glossa pretende particpio isolado, adjetivo verbal ou construao passiva completa."
ὁμοιωθήσεται,3666,V-FIP-3S,Verbo - Futuro Indicativo Passiva - 3ª Pessoa Singular,será semelhante,"ele(a) será semelhante, será comparado",passiva_a_confirmar,revisar,"'V-FIP-3S' e passiva, porem a passiva nao esta explicita em 'será semelhante'.","Confirmar se a glossa pretende particpio isolado, adjetivo verbal ou construao passiva completa."
παραδοθήσεται,3860,V-FIP-3S,Verbo - Futuro Indicativo Passiva - 3ª Pessoa Singular,será entregue,"ele(a) será entregue, será confiado, será transmitido",passiva_a_confirmar,revisar,"'V-FIP-3S' e passiva, porem a passiva nao esta explicita em 'será entregue'.","Confirmar se a glossa pretende particpio isolado, adjetivo verbal ou construao passiva completa."
περιτέμνεσθαι,4059,V-PNP,Verbo - Presente Infinitivo Passiva,circuncidar,circuncidar,passiva_sem_marca,alta,"'V-PNP' e passiva, mas 'pt' esta em infinitivo ativo: 'circuncidar'.","Revisar para uma forma passiva adequada, por exemplo 'ser + particpio', quando o contexto nao exigir outra soluao."
προστεθήσεται,4369,V-FIP-3S,Verbo - Futuro Indicativo Passiva - 3ª Pessoa Singular,será adicionado(a),"ele(a) será adicionado(a), será aumentado(a), será continuado(a), será prosseguido(a)",passiva_a_confirmar,revisar,"'V-FIP-3S' e passiva, porem a passiva nao esta explicita em 'será adicionado(a)'.","Confirmar se a glossa pretende particpio isolado, adjetivo verbal ou construao passiva completa."
σαλευθήσονται,4531,V-FIP-3P,Verbo - Futuro Indicativo Passiva - 3ª Pessoa Plural,serão sacudidos,"eles(as) serão sacudidos, serão movidos, serão perturbados",passiva_a_confirmar,revisar,"'V-FIP-3P' e passiva, porem a passiva nao esta explicita em 'serão sacudidos'.","Confirmar se a glossa pretende particpio isolado, adjetivo verbal ou construao passiva completa."
σβέννυται,4570,V-PIP-3S,Verbo - Presente Indicativo Passiva - 3ª Pessoa Singular,é apagado,"ele(a) é apagado, é extinguido",passiva_a_confirmar,revisar,"'V-PIP-3S' e passiva, porem a passiva nao esta explicita em 'é apagado'.","Confirmar se a glossa pretende particpio isolado, adjetivo verbal ou construao passiva completa."
σκανδαλισθήσονται,4624,V-FIP-3P,Verbo - Futuro Indicativo Passiva - 3ª Pessoa Plural,tropeçarão,"eles(as) tropeçarão, serão ofendidos, se escandalizarão",passiva_a_confirmar,revisar,"'V-FIP-3P' e passiva, porem a passiva nao esta explicita em 'tropeçarão'.","Confirmar se a glossa pretende particpio isolado, adjetivo verbal ou construao passiva completa."
σταυρωθῆναι,4717,V-ANP,Verbo - Aoristo Infinitivo Passiva,crucificar,"ser crucificado, pendurado numa cruz ou estaca",passiva_sem_marca,alta,"'V-ANP' e passiva, mas 'pt' esta em infinitivo ativo: 'crucificar'.","Revisar para uma forma passiva adequada, por exemplo 'ser + particpio', quando o contexto nao exigir outra soluao."
σωθήσῃ,4982,V-FIP-2S,Verbo - Futuro Indicativo Passiva - 2ª Pessoa Singular,serás salvado,tu serás salvado,passiva_a_confirmar,revisar,"'V-FIP-2S' e passiva, porem a passiva nao esta explicita em 'serás salvado'.","Confirmar se a glossa pretende particpio isolado, adjetivo verbal ou construao passiva completa."
ὑστερεῖσθαι,5302,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,faltar,"faltar, ficar aquém, estar necessitado, falhar.",media_passiva_ambigua,revisar,'V-PNM/P' e media ou passiva e 'pt' e infinitivo ativo: 'faltar'.,"Decidir pelo contexto entre leitura media/reflexiva, passiva ou ativa idiomatica; nao corrigir automaticamente."
ὑψωθήσεται,5312,V-FIP-3S,Verbo - Futuro Indicativo Passiva - 3ª Pessoa Singular,será elevado,"ele(a) será elevado, será exaltado, será elevado alto",passiva_a_confirmar,revisar,"'V-FIP-3S' e passiva, porem a passiva nao esta explicita em 'será elevado'.","Confirmar se a glossa pretende particpio isolado, adjetivo verbal ou construao passiva completa."
φοβηθεὶς,5399,V-APP-NMS,Verbo - Aoristo Particípio Passiva - Nominativo Masculino Singular,tendo temido,"tendo temido, tendo ficado alarmado, tendo reverenciado",passiva_a_confirmar,revisar,"'V-APP-NMS' e passiva, porem a passiva nao esta explicita em 'tendo temido'.","Confirmar se a glossa pretende particpio isolado, adjetivo verbal ou construao passiva completa."
Ἄρθητι,142,V-AMP-2S,Verbo - Aoristo Imperativo Passiva - 2ª Pessoa Singular,és erguido,"tu és erguido, és levantado, és tomado, és carregado, és removido",passiva_a_confirmar,revisar,"'V-AMP-2S' e passiva, porem a passiva nao esta explicita em 'és erguido'.","Confirmar se a glossa pretende particpio isolado, adjetivo verbal ou construao passiva completa."
ἀλλαγησόμεθα,236,V-FIP-1P,Verbo - Futuro Indicativo Passiva - 1ª Pessoa Plural,seremos mudado,"nós seremos mudado, seremos trocado, seremos transformado",concordancia_participio,alta,Auxiliar plural com particpio aparentemente singular: 'seremos mudado'.,Revisar o numero do particpio; provavel forma plural: 'mudados'.
ἀνάγεσθαι,321,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,conduzir,conduzir,media_passiva_ambigua,revisar,'V-PNM/P' e media ou passiva e 'pt' e infinitivo ativo: 'conduzir'.,"Decidir pelo contexto entre leitura media/reflexiva, passiva ou ativa idiomatica; nao corrigir automaticamente."
ἀναχθῆναι,321,V-ANP,Verbo - Aoristo Infinitivo Passiva,conduzir,conduzir,passiva_sem_marca,alta,"'V-ANP' e passiva, mas 'pt' esta em infinitivo ativo: 'conduzir'.","Revisar para uma forma passiva adequada, por exemplo 'ser + particpio', quando o contexto nao exigir outra soluao."
ἀναιρεθῆναι,337,V-ANP,Verbo - Aoristo Infinitivo Passiva,tomar,"tomar, matar, abolir, destruir",passiva_sem_marca,alta,"'V-ANP' e passiva, mas 'pt' esta em infinitivo ativo: 'tomar'.","Revisar para uma forma passiva adequada, por exemplo 'ser + particpio', quando o contexto nao exigir outra soluao."
ἀναστρέφεσθαι,390,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,conduzir,"conduzir, viver, comportar, voltar, derrubar.",media_passiva_ambigua,revisar,'V-PNM/P' e media ou passiva e 'pt' e infinitivo ativo: 'conduzir'.,"Decidir pelo contexto entre leitura media/reflexiva, passiva ou ativa idiomatica; nao corrigir automaticamente."
ἀνεστράφημέν,390,V-AIP-1P,Verbo - Aoristo Indicativo Passiva - 1ª Pessoa Plural,fomos conduzido,"nós fomos conduzido, fomos vivido, fomos comportado, fomos voltado, fomos derrubado.",concordancia_participio,alta,Auxiliar plural com particpio aparentemente singular: 'fomos conduzido'.,Revisar o numero do particpio; provavel forma plural: 'conduzidos'.
ἀνταποδοθήσεται,467,V-FIP-3S,Verbo - Futuro Indicativo Passiva - 3ª Pessoa Singular,será retribuído,"ele(a) será retribuído, será recompensado, será rendido, será retribuído.",passiva_a_confirmar,revisar,"'V-FIP-3S' e passiva, porem a passiva nao esta explicita em 'será retribuído'.","Confirmar se a glossa pretende particpio isolado, adjetivo verbal ou construao passiva completa."
ἀποδοθῆναι,591,V-ANP,Verbo - Aoristo Infinitivo Passiva,retribuir,"retribuir, devolver, render",passiva_sem_marca,alta,"'V-ANP' e passiva, mas 'pt' esta em infinitivo ativo: 'retribuir'.","Revisar para uma forma passiva adequada, por exemplo 'ser + particpio', quando o contexto nao exigir outra soluao."
ἀπολογεῖσθαι,626,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,defender,"defender, fazer uma defesa, prestar contas",media_passiva_ambigua,revisar,'V-PNM/P' e media ou passiva e 'pt' e infinitivo ativo: 'defender'.,"Decidir pelo contexto entre leitura media/reflexiva, passiva ou ativa idiomatica; nao corrigir automaticamente."
βλήθητι,906,V-AMP-2S,Verbo - Aoristo Imperativo Passiva - 2ª Pessoa Singular,sejas lançado,"tu sejas lançado, colocado, deitado",passiva_a_confirmar,revisar,"'V-AMP-2S' e passiva, porem a passiva nao esta explicita em 'sejas lançado'.","Confirmar se a glossa pretende particpio isolado, adjetivo verbal ou construao passiva completa."
βασανισθήσονται,928,V-FIP-3P,Verbo - Futuro Indicativo Passiva - 3ª Pessoa Plural,serão torturados,eles(as) serão torturados,passiva_a_confirmar,revisar,"'V-FIP-3P' e passiva, porem a passiva nao esta explicita em 'serão torturados'.","Confirmar se a glossa pretende particpio isolado, adjetivo verbal ou construao passiva completa."
βούλεται,1014,V-PIM/P-3S,Verbo - Presente Indicativo Média ou Passiva - 3ª Pessoa Singular,quer,"ele(a) quer, deseja, tem intenção",media_passiva_ambigua,revisar,'V-PIM/P-3S' e media ou passiva e 'pt' e infinitivo ativo: 'quer'.,"Decidir pelo contexto entre leitura media/reflexiva, passiva ou ativa idiomatica; nao corrigir automaticamente."
δαιμονισθείς,1139,V-APP-NMS,Verbo - Aoristo Particípio Passiva - Nominativo Masculino Singular,tendo estado endemoniado,"tendo sido estado possuído por um demônio, tendo sido estado sob o poder de um demônio.",passiva_a_confirmar,revisar,"'V-APP-NMS' e passiva, porem a passiva nao esta explicita em 'tendo estado endemoniado'.","Confirmar se a glossa pretende particpio isolado, adjetivo verbal ou construao passiva completa."
δαρήσεται,1194,V-FIP-3S,Verbo - Futuro Indicativo Passiva - 3ª Pessoa Singular,será batido,"ele(a) será batido, será atacado, será flagelado",passiva_a_confirmar,revisar,"'V-FIP-3S' e passiva, porem a passiva nao esta explicita em 'será batido'.","Confirmar se a glossa pretende particpio isolado, adjetivo verbal ou construao passiva completa."
δεθῆναι,1210,V-ANP,Verbo - Aoristo Infinitivo Passiva,amarrar,"amarrar, prender",passiva_sem_marca,alta,"'V-ANP' e passiva, mas 'pt' esta em infinitivo ativo: 'amarrar'.","Revisar para uma forma passiva adequada, por exemplo 'ser + particpio', quando o contexto nao exigir outra soluao."
διακονηθῆναι,1247,V-ANP,Verbo - Aoristo Infinitivo Passiva,servir,"servir, ministrar, atender",passiva_sem_marca,alta,"'V-ANP' e passiva, mas 'pt' esta em infinitivo ativo: 'servir'.","Revisar para uma forma passiva adequada, por exemplo 'ser + particpio', quando o contexto nao exigir outra soluao."
διασκορπισθήσονται,1287,V-FIP-3P,Verbo - Futuro Indicativo Passiva - 3ª Pessoa Plural,serão espalhado,"eles(as) serão espalhado, serão dispersado, serão desperdiçado",passiva_a_confirmar,revisar,"'V-FIP-3P' e passiva, porem a passiva nao esta explicita em 'serão espalhado'.","Confirmar se a glossa pretende particpio isolado, adjetivo verbal ou construao passiva completa."
